,Feature,Non_Zero_Coefficient
2176,02213600048889,0.0
2177,02213700036001,0.0
2178,02213800037433,0.0
2179,02220400004498,-0.0
2180,02220500005930,0.0
2181,02220800038866,0.0
2182,02220900008794,0.0
2183,02221100010226,-0.0
2184,02221200013090,0.0
2185,02221400015954,0.0
2186,02221500017386,0.0
2187,02221600018818,0.0
2188,02221800040298,0.0
2221,02250605007365,0.0
2222,02251005011661,0.0
2223,02251205013093,0.0
2192,02222400024546,-0.0
2193,02222500025978,-0.0
2194,02222600027410,0.0
2195,02222700043162,0.0
2196,02222800044594,-0.0
2197,02222900028842,0.0
2198,02223100031706,0.0
2199,02223300033138,0.0
2200,02223400034570,0.0
2201,02223700036002,0.0
2202,02240200001636,0.0
2203,02240300003068,0.0
2204,02241100010228,-0.0
2237,02320700054628,0.0
2238,02321000011668,0.0
2239,02322000041740,0.0
2208,02242000041732,-0.0
2209,02242100021684,0.0
2210,02242600027412,-0.0
2211,02242700043164,-0.0
2212,02242900028844,0.0
2213,02243100031708,-0.0
2214,02243300033140,0.0
2215,02243400034572,0.0
2216,02243700036004,0.0
16837,14201803041516,0.0
2218,02250305003069,0.0
2219,02250405004501,0.0
2220,02250505005933,0.0
2253,02332600027421,0.0
2254,02332700043173,0.0
2255,02332900028853,0.0
2224,02251405015957,0.0
2225,02251505017389,0.0
2226,02251605018821,0.0
2227,02251805040301,0.0
2228,02252005041733,0.0
2229,02252605027413,0.0
2230,02252705043165,0.0
2231,02252905028845,0.0
2232,02253105031709,0.0
2233,02253305033141,0.0
2234,02253405034573,0.0
2235,02320100000212,0.0
2236,02320300003076,0.0
2269,02341000011670,0.0
2270,02341300014534,0.0
2271,02341400015966,0.0
2240,02323300033148,0.0
2241,02330200001645,0.0
2242,02330300003077,0.0
2243,02330600007373,0.0
2244,02330800038877,0.0
2245,02331000011669,0.0
2246,02331400015965,0.0
2247,02331500017397,0.0
2248,02331800040309,0.0
2249,02332000041741,0.0
2250,02332100021693,-0.0
2251,02332300023125,-0.0
2252,02332400024557,-0.0
2285,02370205001649,0.0
2286,02370305003081,0.0
2287,02370505005945,0.0
2256,02333100031717,-0.0
2257,02333300033149,0.0
2258,02333400034581,0.0
2259,02333500047469,-0.0
2260,02333600048901,-0.0
2261,02333700036013,0.0
2262,02333800037445,0.0
2263,02340200001646,0.0
2264,02340300003078,0.0
2265,02340500005942,0.0
2266,02340600007374,0.0
2267,02340800038878,0.0
2268,02340900008806,0.0
2301,02372405024561,0.0
2302,02372505025993,0.0
2303,02372605027425,0.0
2272,02341800040310,0.0
2273,02342000041742,0.0
2274,02342100021694,0.0
2275,02342200051766,0.0
2276,02342400024558,-0.0
2277,02342700043174,0.0
2278,02342900028854,0.0
2279,02343000030286,0.0
2280,02343100031718,0.0
2281,02343300033150,0.0
2282,02343400034582,0.0
2283,02343500047470,0.0
2284,02343700036014,0.0
2317,02392600027427,0.0
2318,02392700043179,0.0
2319,02393000030291,0.0
2288,02370705054633,0.0
2289,02370805038881,0.0
2290,02371205013105,0.0
2291,02371305014537,0.0
2292,02371405015969,0.0
2293,02371505017401,0.0
2294,02371705020265,0.0
2295,02371805040313,0.0
2296,02371905046041,0.0
2297,02372005041745,0.0
2298,02372105021697,0.0
2299,02372205051769,0.0
2300,02372305023129,0.0
2333,02421700020270,-0.0
2334,02421800040318,-0.0
2335,02421900046046,-0.0
2304,02372705043177,0.0
2305,02372905028857,0.0
2306,02373005030289,0.0
2307,02373105031721,0.0
2308,02373405034585,0.0
2309,02373605048905,0.0
2310,02373705036017,0.0
2311,02390400004515,0.0
2312,02390500005947,0.0
2313,02391200013107,0.0
2314,02391500017403,0.0
2315,02391600018835,0.0
2316,02391800040315,0.0
2348,02423700036022,-0.0
2349,02423800037454,-0.0
2350,02430100000223,-0.0
2351,02430400004519,-0.0
2320,02393100031723,0.0
2321,02393700036019,0.0
2322,02393800037451,0.0
2323,02420100000222,-0.0
2324,02420200001654,-0.0
2325,02420300003086,-0.0
2326,02420700054638,-0.0
2327,02420800038886,-0.0
2328,02420900008814,-0.0
2329,02421200013110,-0.0
2331,02421400015974,-0.0
2332,02421500017406,0.0
2363,02432000041751,-0.0
2364,02432300023135,-0.0
2365,02432400024567,-0.0
2366,02432600027431,-0.0
2367,02432700043183,-0.0
2336,02422000041750,-0.0
2337,02422200051774,-0.0
2338,02422300023134,-0.0
2339,02422400024566,-0.0
2340,02422600027430,-0.0
2341,02422700043182,-0.0
2343,02422900028862,-0.0
2344,02423200056070,-0.0
2345,02423300033158,-0.0
2346,02423400034590,-0.0
2347,02423600048910,-0.0
2379,02440600007384,-0.0
2380,02440700054640,-0.0
2381,02440800038888,-0.0
2382,02441000011680,-0.0
2383,02441200013112,-0.0
2352,02430700054639,-0.0
2353,02430800038887,-0.0
2354,02430900008815,0.0
2355,02431200013111,-0.0
2356,02431300014543,-0.0
2357,02431400015975,-0.0
2358,02431500017407,-0.0
2359,02431600018839,-0.0
2360,02431700020271,-0.0
2361,02431800040319,-0.0
2362,02431900046047,-0.0
2394,02442500026000,-0.0
2395,02442600027432,-0.0
2396,02442700043184,-0.0
2397,02442800044616,-0.0
2398,02442900028864,-0.0
2399,02443300033160,-0.0
2368,02432800044615,-0.0
2369,02432900028863,-0.0
2370,02433200056071,-0.0
2371,02433300033159,0.0
2372,02433400034591,0.0
2373,02433600048911,-0.0
2374,02433700036023,0.0
2376,02433900050343,-0.0
2377,02440100000224,-0.0
2378,02440300003088,-0.0
2409,02450800038889,0.0
2410,02450900008817,-0.0
2411,02451000011681,0.0
2412,02451000057569,0.0
2413,02451100010249,0.0
2414,02451100057533,0.0
2415,02451200013113,-0.0
2385,02441400015976,-0.0
2386,02441500017408,-0.0
2387,02441600018840,-0.0
2388,02441800040320,-0.0
2389,02441900046048,-0.0
2390,02442000041752,-0.0
2391,02442200051776,-0.0
2392,02442300023136,-0.0
2393,02442400024568,-0.0
2425,02451900046049,0.0
2426,02452000041753,0.0
2427,02452100021705,-0.0
2428,02452100057821,-0.0
2429,02452200051777,0.0
2430,02452300023137,-0.0
2431,02452500026001,0.0
2400,02443400034592,-0.0
2401,02443500047480,-0.0
2402,02443700036024,-0.0
2403,02443800037456,-0.0
2404,02443900050344,-0.0
2405,02450400004521,-0.0
2406,02450400057389,0.0
2407,02450600007385,-0.0
2408,02450700054641,-0.0
2441,02453300033161,-0.0
2442,02453400034593,-0.0
2443,02453500058469,0.0
2444,02453600058505,-0.0
2445,02453700036025,-0.0
2446,02453800037457,-0.0
2447,02453900050345,-0.0
2416,02451300014545,-0.0
2417,02451300057641,-0.0
2418,02451400015977,-0.0
2419,02451500017409,0.0
2420,02451500057713,0.0
2421,02451600018841,-0.0
2422,02451700020273,0.0
2423,02451700057785,0.0
2424,02451800040321,0.0
2457,02460800038890,0.0
2458,02460800058254,0.0
2459,02460900008818,0.0
2460,02461000011682,0.0
2461,02461000057570,0.0
2462,02461100057534,0.0
2463,02461200013114,0.0
2432,02452500057929,0.0
2433,02452600027433,-0.0
2434,02452600057965,-0.0
2435,02452700043185,-0.0
2436,02452800044617,0.0
2437,02452900028865,-0.0
2438,02453000030297,0.0
2439,02453000058037,0.0
2440,02453100031729,-0.0
2473,02461800058326,0.0
2474,02461900046050,0.0
2475,02461900058434,0.0
2476,02462000041754,0.0
2477,02462100057822,0.0
2478,02462200051778,0.0
2479,02462300057858,0.0
2448,02460100000226,0.0
2449,02460100057282,0.0
2450,02460200057318,0.0
2451,02460300057354,0.0
2452,02460400004522,0.0
2453,02460400057390,0.0
2454,02460600007386,0.0
2455,02460600057462,0.0
2456,02460700054642,0.0
2489,02463100031730,0.0
2490,02463100058074,0.0
2491,02463400034594,0.0
2492,02463500047482,0.0
2493,02463700036026,0.0
2494,02463700058182,0.0
2495,02463800037458,0.0
2464,02461200057606,0.0
2465,02461300057642,0.0
2466,02461400015978,0.0
2467,02461400057678,0.0
2468,02461500017410,0.0
2469,02461600018842,0.0
2470,02461700020274,0.0
2471,02461700057786,0.0
2472,02461800040322,0.0
2505,02470900057499,0.0
2506,02471000011683,0.0
2507,02471000057571,0.0
2508,02471100010251,0.0
2509,02471100057535,0.0
2510,02471200013115,-0.0
2511,02471200057607,-0.0
2480,02462400024570,0.0
2481,02462400057894,0.0
2482,02462500026002,0.0
2483,02462500057930,0.0
2484,02462600027434,0.0
2485,02462800044618,0.0
2486,02462900028866,0.0
2487,02463000030298,0.0
2488,02463000058038,0.0
2521,02472100021707,-0.0
2522,02472100057823,-0.0
2523,02472200051779,-0.0
2524,02472300023139,-0.0
2525,02472400024571,0.0
2526,02472500026003,0.0
2527,02472500057931,0.0
2496,02463800058218,0.0
2497,02463900050346,0.0
2498,02464000058578,0.0
2499,02470400057391,0.0
2500,02470500005955,0.0
2501,02470600007387,-0.0
2502,02470600057463,0.0
2503,02470700054643,0.0
2504,02470800038891,0.0
2537,02473400034595,0.0
2538,02473500058471,0.0
2539,02473600058507,-0.0
2540,02473800037459,-0.0
2541,02473900050347,-0.0
2542,02480300003092,-0.0
2543,02480400004524,0.0
2512,02471300014547,-0.0
2513,02471300057643,-0.0
2514,02471400015979,0.0
2515,02471500017411,0.0
2516,02471500057715,-0.0
2517,02471600018843,0.0
2518,02471700020275,0.0
2519,02471700057787,0.0
2520,02471900046051,0.0
2553,02481300014548,-0.0
2554,02481400015980,-0.0
2555,02481400057680,-0.0
2556,02481500017412,0.0
2557,02481500057716,-0.0
2558,02481600018844,0.0
2559,02481700020276,0.0
2528,02472600027435,-0.0
2529,02472600057967,-0.0
2530,02472800044619,0.0
2531,02472900028867,0.0
2532,02472900058003,0.0
2533,02473000058039,0.0
2534,02473100031731,0.0
2535,02473100058075,0.0
2536,02473300033163,-0.0
2569,02482900028868,0.0
2570,02482900058004,0.0
2571,02483000058040,0.0
2572,02483100031732,0.0
2573,02483100058076,0.0
2574,02483300033164,0.0
2575,02483400034596,0.0
2544,02480500005956,0.0
2545,02480600057464,-0.0
2546,02480700054644,0.0
2547,02480800038892,0.0
2548,02481000011684,0.0
2549,02481000057572,0.0
2550,02481100010252,0.0
2551,02481100057536,0.0
2552,02481200013116,0.0
2585,02490800038893,0.0
2586,02490900057501,-0.0
2587,02491100010253,0.0
2588,02491100057537,0.0
2589,02491300014549,-0.0
2590,02491300057645,-0.0
2591,02491400015981,0.0
2560,02481800058328,0.0
2561,02481900046052,0.0
2562,02482200051780,0.0
2563,02482400024572,0.0
2564,02482500026004,0.0
2565,02482600027436,0.0
2566,02482700043188,0.0
2567,02482700058364,0.0
2568,02482800044620,0.0
2601,02492100057825,-0.0
2602,02492200051781,-0.0
2603,02492300023141,-0.0
2604,02492400024573,0.0
2605,02492500026005,-0.0
2606,02492500057933,-0.0
2607,02492600027437,0.0
2576,02483400058148,0.0
2577,02483500058472,0.0
2578,02483600058508,-0.0
2579,02483900050348,-0.0
2580,02490100057285,-0.0
2581,02490400057393,-0.0
2582,02490500005957,0.0
2583,02490600007389,-0.0
2584,02490700054645,-0.0
2617,02493500058473,0.0
2618,02493600058509,-0.0
2619,02493800037461,-0.0
2620,02493900050349,-0.0
2621,02500100000230,-0.0
2622,02500100057286,-0.0
2623,02500200001662,-0.0
2592,02491500017413,-0.0
2593,02491500057717,-0.0
2594,02491600018845,0.0
2595,02491600057753,0.0
2596,02491700020277,0.0
2597,02491700057789,0.0
2598,02491800040325,0.0
2599,02491900046053,0.0
2600,02492100021709,-0.0
2633,02500700054646,-0.0
2634,02500800038894,-0.0
2635,02500800058258,-0.0
2636,02500900008822,-0.0
2637,02500900057502,-0.0
2638,02501000011686,-0.0
2639,02501200013118,-0.0
2608,02492600057969,-0.0
2609,02492700043189,-0.0
2610,02492800044621,0.0
2611,02492900028869,0.0
2612,02493100031733,-0.0
2613,02493100058077,-0.0
2614,02493300033165,-0.0
2615,02493300058113,-0.0
2616,02493500047485,0.0
2649,02501700057790,-0.0
2650,02501800040326,0.0
2651,02501800058330,0.0
2652,02501900046054,-0.0
2653,02501900058438,-0.0
2654,02502000058294,-0.0
2655,02502100057826,-0.0
2624,02500200057322,-0.0
2625,02500300003094,-0.0
2626,02500300057358,-0.0
2627,02500400004526,-0.0
2628,02500400057394,-0.0
2629,02500500005958,-0.0
2630,02500500057430,-0.0
2631,02500600007390,-0.0
2632,02500600057466,-0.0
2665,02502800058402,-0.0
2666,02502900028870,-0.0
2667,02502900058006,-0.0
2668,02503000058042,-0.0
2669,02503100031734,-0.0
2670,02503100058078,-0.0
2671,02503300058114,-0.0
2640,02501200057610,-0.0
2641,02501300014550,-0.0
2642,02501300057646,-0.0
2643,02501400015982,-0.0
2644,02501400057682,-0.0
2645,02501500017414,-0.0
2646,02501500057718,-0.0
2647,02501600057754,-0.0
2648,02501700020278,-0.0
2681,02770104000277,0.0
2682,02770204001709,0.0
2683,02770304003141,0.0
2684,02770404004573,0.0
2685,02770504006005,-0.0
2686,02770604007437,0.0
2687,02770704054693,0.0
2656,02502200058618,-0.0
2657,02502300057862,-0.0
2658,02502400024574,-0.0
2659,02502400057898,-0.0
2660,02502500057934,-0.0
2661,02502600027438,-0.0
2662,02502600057970,-0.0
2663,02502700058366,-0.0
2664,02502800044622,-0.0
2697,02771904046101,0.0
2698,02772004041805,-0.0
2699,02772104021757,0.0
2700,02772304023189,0.0
2701,02772404024621,0.0
2702,02772504026053,0.0
2703,02772604027485,0.0
2672,02503400058150,0.0
2673,02503500058474,-0.0
2674,02503600058510,-0.0
2675,02503700058186,-0.0
2676,02503800037462,-0.0
2677,02503800058222,-0.0
2678,02503900050350,-0.0
2679,02503900058546,-0.0
2680,02504000058582,-0.0
2713,02780300003142,-0.0
2714,02780400004574,-0.0
2715,02780500006006,-0.0
2716,02780600007438,0.0
2717,02780800038942,0.0
2718,02780900008870,-0.0
2719,02781000011734,0.0
2688,02770804038941,0.0
2689,02770904008869,0.0
2690,02771004011733,0.0
2691,02771104010301,0.0
2692,02771204013165,0.0
2693,02771304014597,-0.0
2694,02771404016029,-0.0
2695,02771504017461,0.0
2696,02771704020325,-0.0
2728,02782000041806,-0.0
2729,02782100021758,0.0
2730,02782300023190,-0.0
2731,02782400024622,0.0
2732,02782500026054,0.0
2733,02782600027486,0.0
2734,02782900028918,0.0
2735,02783000030350,0.0
2704,02772904028917,-0.0
2705,02773004030349,0.0
2706,02773104031781,0.0
2707,02773504047533,0.0
2708,02773604048965,0.0
2709,02773804037509,0.0
2710,02773904050397,0.0
2712,02780200001710,0.0
2744,02791005011735,0.0
2745,02791105010303,-0.0
2746,02791205013167,-0.0
2747,02791305014599,-0.0
2748,02791405016031,0.0
2749,02791505017463,-0.0
2750,02791605018895,0.0
2751,02791705020327,-0.0
2720,02781100010302,-0.0
2721,02781200013166,-0.0
2722,02781300014598,-0.0
2723,02781400016030,0.0
2724,02781500017462,-0.0
2725,02781600018894,0.0
2726,02781700020326,-0.0
2727,02781900046102,-0.0
2760,02793305033215,0.0
2761,02793705036079,-0.0
2762,02793805037511,-0.0
2763,02801200013168,-0.0
2764,02801600018896,-0.0
2765,02801700020328,0.0
2766,02803300033216,-0.0
2767,02803700036080,0.0
2736,02783100031782,0.0
2737,02783300033214,0.0
2738,02783500047534,0.0
2739,02783800037510,-0.0
2740,02790405004575,0.0
2741,02790505006007,-0.0
2742,02790605007439,0.0
2743,02790805038943,0.0
2776,02821700020330,0.0
2777,02822600027490,0.0
2778,02822900028922,-0.0
2779,02823300033218,-0.0
2780,02831000011739,-0.0
2781,02831200013171,-0.0
2782,02831600018899,0.0
2783,02831700020331,0.0
2752,02791905046103,-0.0
2753,02792105021759,-0.0
2754,02792305023191,-0.0
2755,02792405024623,-0.0
2756,02792505026055,0.0
2757,02792605027487,0.0
2758,02792905028919,0.0
2759,02793105031783,0.0
2792,02840800038948,0.0
2793,02840900008876,0.0
2794,02841000011740,0.0
2795,02841100010308,-0.0
2796,02841300014604,0.0
2797,02841500017468,-0.0
2798,02841600018900,-0.0
2799,02841700020332,0.0
2768,02811200013169,-0.0
2769,02811600018897,0.0
2770,02811700020329,0.0
2771,02812600027489,0.0
2772,02813300033217,-0.0
2773,02813700036081,0.0
2774,02821200013170,0.0
2775,02821600018898,0.0
2808,02843600048972,-0.0
2809,02843700036084,0.0
2810,02843800037516,0.0
2811,02850100000285,0.0
2812,02850300003149,0.0
2813,02850500006013,0.0
2814,02850600007445,0.0
2815,02850700054701,0.0
2784,02833300033219,-0.0
2785,02833700036083,0.0
2786,02840100000284,0.0
2787,02840200001716,0.0
2788,02840400004580,0.0
2789,02840500006012,0.0
2790,02840600007444,0.0
2791,02840700054700,-0.0
2824,02851800040381,0.0
2825,02851900046109,0.0
2826,02852200051837,0.0
2827,02852300023197,0.0
2828,02852400024629,0.0
2829,02852500026061,0.0
2830,02852800044677,0.0
2831,02852900028925,0.0
2800,02842200051836,0.0
2801,02842300023196,0.0
2802,02842400024628,0.0
2803,02842500026060,0.0
2804,02842900028924,0.0
2805,02843000030356,0.0
2806,02843100031788,0.0
2807,02843300033220,0.0
2840,02860300003150,0.0
2841,02860400004582,0.0
2842,02860600007446,0.0
2843,02860800038950,0.0
2844,02860900008878,0.0
2845,02861000011742,0.0
2846,02861100010310,0.0
2847,02861200013174,0.0
2816,02850800038949,0.0
2817,02850900008877,0.0
2818,02851000011741,0.0
2819,02851100010309,0.0
2820,02851400016037,0.0
2821,02851500017469,0.0
2822,02851600018901,0.0
2823,02851700020333,0.0
2856,02862900028926,0.0
2857,02863300033222,0.0
2858,02863500047542,0.0
2859,02863600048974,0.0
2860,02863700036086,0.0
2861,02870200001719,-0.0
2862,02870900008879,-0.0
2863,02871100010311,-0.0
2832,02853000030357,0.0
2833,02853100031789,0.0
2834,02853300033221,0.0
2835,02853400034653,0.0
2836,02853500047541,0.0
2837,02853600048973,0.0
2838,02853800037517,0.0
2839,02860100000286,0.0
2872,02881305014608,-0.0
2873,02881505017472,0.0
2874,02882005041816,0.0
2875,02882105021768,0.0
2876,02882505026064,0.0
2877,02882705043248,0.0
2878,02882905028928,0.0
2879,02883405034656,-0.0
2848,02861500017470,0.0
2849,02861600018902,0.0
2850,02861700020334,0.0
2851,02861900046110,0.0
2852,02862200051838,0.0
2853,02862300023198,0.0
2854,02862500026062,0.0
2855,02862700043246,0.0
2888,02890805038957,-0.0
2889,02891005011749,0.0
2890,02891105010317,0.0
2891,02891205013181,-0.0
2892,02891305014613,0.0
2893,02891505017477,0.0
2894,02891605018909,0.0
2895,02891905046117,0.0
2864,02871500017471,-0.0
2865,02872000041815,-0.0
2866,02872100021767,-0.0
2867,02872500026063,-0.0
2868,02872900028927,-0.0
2869,02873400034655,-0.0
2870,02880405004584,0.0
2871,02880905008880,0.0
2904,02894005053277,0.0
2905,02900101000289,-0.0
2906,02900201001721,-0.0
2907,02900301003153,-0.0
2908,02900401004585,-0.0
2909,02900601007449,0.0
2910,02900701054705,-0.0
2911,02900901008881,-0.0
2880,02883805037520,0.0
2881,02890105000293,0.0
2882,02890205001725,-0.0
2883,02890305003157,0.0
2884,02890405004589,0.0
2885,02890505006021,0.0
2886,02890605007453,-0.0
2887,02890705054709,0.0
2920,02902401024633,-0.0
2921,02902501026065,-0.0
2922,02902701043249,-0.0
2923,02902801044681,-0.0
2924,02902901028929,-0.0
2925,02903001030361,-0.0
2926,02903401034657,-0.0
2927,02903501047545,-0.0
2896,02892305023205,0.0
2897,02892405024637,0.0
2898,02892505026069,0.0
2899,02892705043253,-0.0
16836,14201703021468,0.0
2901,02892905028933,0.0
2902,02893105031797,-0.0
2903,02893705036093,0.0
2936,02911900046114,0.0
2937,02912200051842,-0.0
2938,02912300023202,-0.0
2939,02912400024634,-0.0
2940,02913500047546,-0.0
2941,02920705054707,0.0
2942,02920805038955,0.0
2943,02920905008883,0.0
2912,02901001011745,-0.0
2913,02901201013177,0.0
2914,02901301014609,0.0
2915,02901501017473,-0.0
2916,02901701020337,0.0
2917,02901901046113,-0.0
2918,02902001041817,0.0
2919,02902101021769,-0.0
2952,02923905050411,-0.0
2953,02924005053275,-0.0
2954,02930405004588,0.0
2955,02930705054708,0.0
2956,02930805038956,0.0
2957,02930905008884,0.0
2958,02931905046116,0.0
2959,02932205051844,0.0
2928,02903601048977,-0.0
2929,02903801037521,0.0
2930,02903901050409,-0.0
2931,02910400004586,-0.0
2932,02910800038954,-0.0
2933,02910900008882,-0.0
2934,02911100010314,-0.0
2935,02911500017474,-0.0
2968,02952000041823,-0.0
2969,02952300023207,-0.0
2970,02952700043255,-0.0
2971,02952800044687,-0.0
2972,02953100031799,-0.0
2973,02960400004592,0.0
2974,02963600048984,0.0
2975,03020205001734,-0.0
2944,02921105010315,0.0
2945,02921505017475,0.0
2946,02922205051843,0.0
2947,02922305023203,0.0
2948,02922405024635,0.0
2949,02922505026067,0.0
2950,02923005030363,0.0
2951,02923605048979,0.0
2984,03021305014622,-0.0
2985,03021505017486,-0.0
2986,03021705020350,-0.0
2987,03021805040398,-0.0
2988,03021905046126,0.0
2989,03022005041830,-0.0
2990,03022505026078,0.0
2991,03022905028942,-0.0
2960,02932405024636,0.0
2961,02932505026068,0.0
2962,02932805044684,0.0
2963,02933005030364,0.0
2964,02933605048980,0.0
2965,02933905050412,0.0
2966,02934005053276,0.0
2967,02950400004591,-0.0
3000,03040300003168,-0.0
3001,03040400004600,0.0
3002,03040500006032,0.0
3003,03040800038968,0.0
3004,03040900008896,0.0
3005,03041000011760,0.0
3006,03041200013192,0.0
3007,03041300014624,0.0
2976,03020405004598,-0.0
2977,03020505006030,0.0
2978,03020605007462,0.0
2979,03020705054718,0.0
2980,03020805038966,0.0
2981,03020905008894,0.0
2982,03021005011758,-0.0
2983,03021205013190,-0.0
3016,03043000030376,-0.0
3017,03043500047560,0.0
3018,03043700036104,0.0
3019,03050200001737,0.0
3020,03050300003169,-0.0
3021,03050400004601,0.0
3022,03050500006033,0.0
3023,03050700054721,0.0
2992,03023005030374,-0.0
2993,03023405034670,-0.0
2994,03023505047558,-0.0
2995,03023705036102,0.0
2996,03031800040399,0.0
2997,03032900028943,0.0
2998,03033800037535,0.0
2999,03040200001736,0.0
3032,03052100021785,0.0
3033,03052300023217,0.0
3034,03052400024649,0.0
3035,03052500026081,0.0
3036,03052800044697,0.0
3037,03053000030377,-0.0
3038,03053100031809,0.0
3039,03053500047561,0.0
3008,03041400016056,-0.0
3009,03041500017488,0.0
3010,03041700020352,-0.0
3011,03041800040400,-0.0
3012,03041900046128,0.0
3013,03042300023216,0.0
3014,03042400024648,0.0
3015,03042500026080,0.0
3048,03061600018923,-0.0
3049,03061700020355,0.0
3050,03061800040403,0.0
3051,03062000041835,0.0
3052,03062100021787,-0.0
3053,03062200051859,0.0
3054,03062400024651,0.0
3055,03062700043267,0.0
3024,03050900008897,0.0
3025,03051000011761,0.0
3026,03051200013193,0.0
3027,03051300014625,0.0
3028,03051400016057,-0.0
3029,03051500017489,0.0
3030,03051700020353,-0.0
3031,03051900046129,0.0
3064,03070400004602,-0.0
3065,03070500006034,0.0
3066,03070600007466,-0.0
3067,03070800038970,0.0
3068,03070900008898,0.0
3069,03071200013194,0.0
3070,03071400016058,0.0
16835,14200803040084,0.0
3040,03060400004603,-0.0
3041,03060500006035,0.0
3042,03060600007467,0.0
3043,03060800038971,0.0
3044,03060900008899,0.0
3045,03061200013195,0.0
3046,03061400016059,0.0
3047,03061500017491,0.0
3080,03072600027514,-0.0
3081,03072700043266,0.0
3082,03073000030378,0.0
3083,03073400034674,0.0
3084,03073500047562,0.0
3085,03073700036106,0.0
3086,03073800037538,0.0
3087,03080200001740,0.0
3056,03063000030379,0.0
3057,03063100031811,0.0
3058,03063400034675,0.0
3059,03063500047563,-0.0
3060,03063600048995,-0.0
3061,03063700036107,0.0
3062,03063800037539,0.0
3063,03070200001738,0.0
3096,03081800040404,0.0
3097,03081900046132,0.0
3098,03082000041836,0.0
3099,03082100021788,-0.0
3100,03082300023220,0.0
3101,03082400024652,0.0
3102,03082500026084,-0.0
3103,03082600027516,0.0
3072,03071700020354,-0.0
3073,03071800040402,0.0
3074,03071900046130,0.0
3075,03072000041834,0.0
3076,03072100021786,-0.0
3077,03072300023218,-0.0
3078,03072400024650,0.0
3079,03072500026082,0.0
3112,03090200001741,0.0
3113,03090300003173,0.0
3114,03090400004605,0.0
3115,03090500006037,0.0
3116,03090700054725,-0.0
3117,03090800038973,0.0
3118,03090900008901,0.0
16834,14200703055836,0.0
3088,03080400004604,-0.0
3089,03080500006036,0.0
3090,03080600007468,0.0
3091,03080700054724,-0.0
3092,03080900008900,0.0
3093,03081200013196,0.0
3094,03081400016060,0.0
3095,03081700020356,0.0
3128,03092400024653,0.0
3129,03092500026085,0.0
3130,03092600027517,0.0
3131,03092700043269,0.0
3132,03093000030381,0.0
3133,03093100031813,0.0
3134,03093400034677,0.0
3135,03093500047565,0.0
3104,03082700043268,0.0
3105,03083000030380,-0.0
3106,03083400034676,0.0
3107,03083500047564,-0.0
3108,03083600048996,-0.0
3109,03083700036108,0.0
3110,03083800037540,0.0
3111,03090100000309,0.0
3144,03100800038974,0.0
16801,14161800041512,0.0
3146,03101400016062,0.0
3147,03101500017494,0.0
3148,03101700020358,0.0
3149,03101900046134,0.0
3150,03102300023222,0.0
3151,03102400024654,0.0
3120,03091400016061,0.0
3121,03091500017493,0.0
3122,03091600018925,0.0
3123,03091700020357,0.0
3124,03091800040405,0.0
3125,03091900046133,0.0
3126,03092000041837,0.0
3127,03092300023221,0.0
3160,03110100000311,-0.0
3161,03110200001743,-0.0
3162,03110300003175,-0.0
3163,03110400004607,0.0
3164,03110500006039,-0.0
3165,03110800038975,-0.0
3166,03110900008903,-0.0
3167,03111300014631,-0.0
3136,03093600048997,0.0
3137,03093700036109,0.0
3138,03093800037541,0.0
3139,03100100000310,0.0
3140,03100200001742,0.0
3141,03100300003174,0.0
3142,03100400004606,0.0
3143,03100500006038,0.0
3176,03112600027519,0.0
3177,03113000030383,-0.0
3178,03113400034679,-0.0
3179,03113500047567,-0.0
3180,03113600048999,-0.0
3181,03120100000312,0.0
3182,03120200001744,0.0
3183,03120300003176,0.0
3152,03102500026086,0.0
3153,03102600027518,0.0
3154,03102800044702,-0.0
3155,03103100031814,0.0
3156,03103400034678,0.0
3157,03103500047566,0.0
3158,03103600048998,0.0
3159,03103800037542,0.0
3192,03121700020360,0.0
3193,03121900046136,0.0
3194,03122100021792,0.0
3195,03122400024656,0.0
3196,03122500026088,0.0
3197,03122600027520,0.0
3198,03123000030384,0.0
3199,03123400034680,0.0
3168,03111400016063,-0.0
3169,03111500017495,-0.0
3170,03111600018927,0.0
3171,03111700020359,0.0
3172,03111900046135,-0.0
3173,03112100021791,-0.0
3174,03112300023223,-0.0
3175,03112500026087,0.0
16800,14161300015736,0.0
3209,03131400016065,0.0
3210,03131500017497,0.0
3211,03131600018929,0.0
3212,03131700020361,0.0
3213,03131800040409,0.0
3214,03132000041841,0.0
3215,03132100021793,-0.0
3184,03120400004608,0.0
3185,03120500006040,0.0
3186,03120700054728,0.0
3187,03120900008904,0.0
3188,03121100010336,0.0
3189,03121300014632,0.0
3190,03121400016064,0.0
3191,03121500017496,0.0
3224,03261300014640,0.0
3225,03261400016072,-0.0
3226,03261700020368,0.0
3227,03263300033256,0.0
3228,03263800037552,0.0
3229,03270200001753,0.0
3230,03271300014641,0.0
3231,03271700020369,0.0
3200,03123500047568,0.0
3201,03123600049000,0.0
3202,03123800037544,0.0
3203,03130100000313,0.0
3204,03130200001745,0.0
3205,03130300003177,0.0
3206,03130400004609,0.0
3207,03130700054729,0.0
3240,03293300033259,0.0
3241,03300200001756,0.0
16831,14190305004283,0.0
3243,03302900028964,0.0
3244,03303300033260,0.0
3245,03310200001757,0.0
3246,03311300014645,0.0
3247,03313300033261,0.0
3216,03132200051865,0.0
