,Feature,Non_Zero_Coefficient
3217,03132300023225,0.0
3218,03132500026089,0.0
3219,03133000030385,0.0
3220,03133100031817,0.0
3221,03133700036113,0.0
3222,03133800037545,0.0
3223,03260200001752,0.0
3256,03341700020376,0.0
3257,03343100031832,0.0
3258,03343300033264,-0.0
3259,03343800037560,0.0
3260,03350200001761,0.0
3261,03351700020377,0.0
3262,03352900028969,0.0
3263,03353100031833,0.0
3232,03273800037553,0.0
3233,03280200001754,0.0
3234,03281300014642,0.0
3235,03282900028962,-0.0
3236,03283300033258,0.0
3237,03290200001755,0.0
3238,03291300014643,0.0
3239,03291700020371,0.0
3272,03370200001763,0.0
3273,03371700020379,0.0
3274,03373100031835,0.0
3275,03373300033267,0.0
3276,03381700020380,0.0
3277,03383100031836,0.0
3278,03390200001765,0.0
3279,03392900028973,0.0
3248,03321400016078,-0.0
3249,03321700020374,0.0
3250,03323100031830,0.0
3251,03323300033262,-0.0
3252,03331400016079,-0.0
3253,03331700020375,0.0
3254,03333100031831,0.0
3255,03333800037559,0.0
3288,03510300003215,-0.0
3289,03510400004647,0.0
3290,03510700054767,0.0
3291,03510900008943,0.0
3292,03511000011807,0.0
3293,03511100010375,-0.0
3294,03511700020399,0.0
3295,03512000041879,0.0
3264,03353300033265,0.0
3265,03353800037561,0.0
3266,03360200001762,0.0
3267,03361200013218,0.0
3268,03361700020378,0.0
3269,03363100031834,0.0
3270,03363300033266,0.0
3271,03363800037562,0.0
3304,03513300033287,0.0
3305,03513400034719,0.0
3306,03513600049039,0.0
3307,03513700036151,-0.0
3308,03513800037583,-0.0
3309,03520100000352,0.0
3310,03520200001784,-0.0
3311,03520300003216,0.0
3280,03393100031837,0.0
3281,03400200001766,0.0
3282,03401400016086,0.0
3283,03401700020382,0.0
3284,03402900028974,0.0
3285,03403100031838,0.0
3286,03403800037566,0.0
3287,03510200001783,-0.0
3320,03521400016104,-0.0
3321,03521500017536,0.0
3322,03521600018968,-0.0
3323,03521700020400,-0.0
3324,03521900046176,-0.0
3325,03522000041880,-0.0
3326,03522400024696,-0.0
3327,03522500026128,0.0
3296,03512100021831,0.0
3297,03512200051903,0.0
3298,03512400024695,0.0
3299,03512500026127,0.0
3300,03512600027559,0.0
3301,03512900028991,-0.0
3302,03513000030423,-0.0
3303,03513200056199,-0.0
3335,03530100000353,0.0
3337,03530300003217,0.0
3338,03530400004649,0.0
3339,03530500006081,-0.0
3340,03530700054769,0.0
3341,03530800039017,0.0
3342,03530900008945,0.0
3343,03531000011809,-0.0
3312,03520400004648,0.0
3313,03520500006080,-0.0
3314,03520700054768,0.0
3315,03520800039016,0.0
3316,03521000011808,-0.0
3317,03521100010376,-0.0
3318,03521200013240,-0.0
3319,03521300014672,-0.0
3350,03532100021833,0.0
3351,03532300023265,-0.0
3352,03532400024697,-0.0
3353,03532500026129,0.0
3354,03532600027561,0.0
3356,03532800044745,0.0
3357,03533000030425,0.0
3358,03533100031857,-0.0
3359,03533200056201,-0.0
3328,03522600027560,0.0
3329,03522900028992,-0.0
3330,03523000030424,0.0
3331,03523200056200,-0.0
3332,03523500047608,0.0
3333,03523600049040,0.0
3334,03523700036152,-0.0
3365,03540100000354,-0.0
3366,03540200001786,-0.0
3367,03540300003218,-0.0
3368,03540400004650,-0.0
3369,03540700054770,-0.0
3370,03540800039018,-0.0
3371,03540900008946,-0.0
3372,03541000011810,-0.0
3373,03541100010378,-0.0
3374,03541200013242,-0.0
3375,03541300014674,-0.0
3344,03531100010377,-0.0
3345,03531400016105,-0.0
3346,03531500017537,0.0
3347,03531800040449,-0.0
3349,03532000041881,-0.0
3381,03541900046178,-0.0
3382,03542300023266,-0.0
3383,03542500026130,-0.0
3384,03542600027562,-0.0
3385,03542800044746,-0.0
3386,03543000030426,-0.0
3387,03543100031858,-0.0
3388,03543200056202,-0.0
3389,03543500047610,-0.0
3390,03550100000355,-0.0
3391,03550200001787,-0.0
3360,03533400034721,0.0
3361,03533500047609,0.0
3362,03533800037585,-0.0
3363,03533900050473,0.0
3364,03534000053337,0.0
3397,03551200013243,-0.0
3398,03551300014675,-0.0
3399,03551400016107,-0.0
3400,03551500017539,-0.0
3401,03551600018971,-0.0
3402,03551800040451,-0.0
3403,03551900046179,-0.0
3404,03552100021835,-0.0
3405,03552200051907,-0.0
3406,03552500026131,-0.0
3407,03552600027563,-0.0
3376,03541400016106,-0.0
3377,03541500017538,-0.0
3378,03541600018970,-0.0
3379,03541700020402,-0.0
3380,03541800040450,-0.0
3413,03553500047611,-0.0
3414,03553700036155,-0.0
3415,03560100000356,-0.0
3416,03560200001788,-0.0
3417,03560300003220,-0.0
3418,03560700054772,-0.0
3419,03561100010380,-0.0
3420,03561200013244,-0.0
3421,03561300014676,-0.0
3422,03561400016108,-0.0
3423,03561600018972,-0.0
3392,03550300003219,-0.0
3393,03550400004651,-0.0
3394,03550700054771,-0.0
3395,03551000011811,-0.0
3396,03551100010379,-0.0
3429,03562600027564,-0.0
3430,03562700043316,-0.0
3431,03563000030428,-0.0
3432,03563100031860,-0.0
3433,03563200056204,-0.0
3434,03563400034724,-0.0
3435,03563700036156,-0.0
3436,03564000053340,-0.0
3437,03570100000357,0.0
3438,03570200001789,-0.0
3439,03570300003221,-0.0
3408,03552800044747,-0.0
3409,03553000030427,-0.0
3410,03553100031859,-0.0
3411,03553200056203,-0.0
3412,03553400034723,-0.0
3445,03571500017541,0.0
3446,03571700020405,-0.0
3447,03571800040453,-0.0
3448,03572000041885,-0.0
3449,03572200051909,0.0
3450,03572300023269,0.0
3451,03572400024701,0.0
3452,03572500026133,0.0
3453,03572600027565,-0.0
3454,03572700043317,-0.0
3455,03572800044749,0.0
3424,03561700020404,-0.0
3425,03562000041884,-0.0
3426,03562200051908,-0.0
3427,03562400024700,-0.0
3428,03562500026132,-0.0
3460,03574000053341,0.0
3461,03580100000358,0.0
3462,03580200001790,-0.0
3463,03580300003222,-0.0
3464,03580400004654,0.0
3465,03580600007518,-0.0
3466,03580700054774,0.0
3467,03580800039022,0.0
3468,03580900008950,0.0
3469,03581000011814,-0.0
3471,03581400016110,-0.0
3440,03570400004653,0.0
3441,03570800039021,0.0
3442,03570900008949,0.0
3443,03571000011813,-0.0
3444,03571100010381,-0.0
3476,03582200051910,0.0
3477,03582300023270,0.0
3478,03582400024702,0.0
3479,03582500026134,0.0
3480,03582600027566,-0.0
3481,03582700043318,-0.0
3482,03582800044750,0.0
3483,03583000030430,-0.0
3484,03583100031862,-0.0
3485,03583300033294,-0.0
3486,03583400034726,-0.0
3487,03583600049046,0.0
3456,03573200056205,-0.0
3457,03573300033293,-0.0
3458,03573400034725,-0.0
3459,03573800037589,-0.0
3492,03590700054775,0.0
3493,03590800039023,0.0
3494,03590900008951,-0.0
3495,03591000011815,-0.0
3496,03591400016111,-0.0
3497,03591600018975,-0.0
3498,03591700020407,-0.0
3499,03591800040455,-0.0
3500,03592000041887,-0.0
3501,03592300023271,0.0
3502,03592400024703,0.0
3503,03592500026135,0.0
3472,03581500017542,0.0
3473,03581600018974,-0.0
3474,03581700020406,-0.0
3475,03582000041886,-0.0
3508,03593000030431,0.0
3509,03593200056207,-0.0
3510,03593300033295,-0.0
3511,03593500047615,0.0
3512,03593800037591,-0.0
3513,03600100000360,0.0
3514,03600200001792,0.0
3515,03600300003224,0.0
3516,03600400004656,0.0
3517,03600500006088,0.0
3518,03600600007520,0.0
3519,03600800039024,0.0
3488,03583800037590,-0.0
3489,03590100000359,0.0
3490,03590200001791,-0.0
3491,03590300003223,-0.0
3524,03601400016112,0.0
3525,03601500017544,0.0
3526,03601600018976,0.0
3527,03601800040456,0.0
3528,03601900046184,0.0
3529,03602100021840,0.0
3530,03602200051912,0.0
3531,03602300023272,0.0
3532,03602400024704,0.0
3533,03602500026136,0.0
3534,03602600027568,0.0
3535,03602800044752,0.0
3504,03592600027567,-0.0
3505,03592700043319,-0.0
3506,03592800044751,0.0
3507,03592900028999,-0.0
3540,03603500047616,0.0
3541,03603600049048,0.0
3542,03603700036160,0.0
3543,03603800037592,0.0
3544,03610700054777,0.0
3545,03611000011817,0.0
3546,03611200013249,0.0
3547,03611300014681,0.0
3548,03611400016113,0.0
3549,03611500017545,0.0
3550,03611600018977,0.0
3551,03612100021841,0.0
3520,03600900008952,0.0
3521,03601000011816,0.0
3522,03601200013248,0.0
3523,03601300014680,0.0
3556,03612900029001,0.0
3557,03613300033297,0.0
3558,03613500047617,0.0
3559,03613600049049,0.0
3560,03613700036161,0.0
3561,03613800037593,0.0
3562,03620100000362,0.0
3563,03620400004658,0.0
3564,03620500006090,0.0
3565,03620600007522,0.0
3566,03620700054778,0.0
3567,03620900008954,0.0
3536,03603000030432,0.0
3537,03603200056208,0.0
3538,03603300033296,0.0
3539,03603400034728,0.0
3572,03622400024706,0.0
3573,03622700043322,0.0
3574,03623000030434,0.0
3575,03623300033298,0.0
3576,03623400034730,0.0
3577,03623600049050,0.0
3578,03623700036162,0.0
3579,03623800037594,0.0
3580,03623900050482,0.0
3581,03624000053346,0.0
3582,03630200001795,0.0
3583,03630300003227,0.0
3552,03612200051913,0.0
3553,03612300023273,0.0
3554,03612700043321,0.0
3555,03612800044753,0.0
3588,03630800039027,-0.0
3589,03631000011819,0.0
3590,03631100010387,-0.0
3591,03631200013251,0.0
16830,14174000054401,-0.0
3593,03631400016115,0.0
3594,03631500017547,-0.0
3595,03631700020411,0.0
3596,03631800040459,0.0
3597,03632100021843,0.0
3598,03632200051915,-0.0
3599,03632300023275,-0.0
3568,03621200013250,0.0
3569,03621300014682,0.0
3570,03621500017546,0.0
3571,03622100021842,0.0
3604,03632900029003,0.0
3605,03633000030435,0.0
3606,03633200056211,-0.0
3607,03633300033299,0.0
3608,03633500047619,-0.0
3609,03633600049051,0.0
3610,03633700036163,0.0
3611,03640200001796,0.0
3612,03640300003228,0.0
3613,03640500006092,0.0
3614,03641000011820,0.0
3615,03641200013252,0.0
3584,03630400004659,0.0
3585,03630500006091,0.0
3586,03630600007523,0.0
3587,03630700054779,-0.0
3620,03642600027572,0.0
3621,03642700043324,0.0
3622,03643100031868,0.0
3623,03643300033300,0.0
3624,03650100000365,-0.0
3625,03650400004661,-0.0
3626,03650500006093,-0.0
3627,03650900008957,-0.0
3628,03651000011821,-0.0
3629,03651100010389,-0.0
3630,03651200013253,0.0
3631,03651300014685,-0.0
3600,03632400024707,-0.0
3601,03632600027571,0.0
3602,03632700043323,0.0
3603,03632800044755,0.0
3636,03652200051917,-0.0
3637,03652400024709,-0.0
3638,03652500026141,-0.0
3639,03652600027573,-0.0
3640,03653000030437,-0.0
3641,03653500047621,-0.0
3642,03653800037597,-0.0
3643,03653900050485,-0.0
3644,03660500006094,-0.0
3645,03660600007526,0.0
3646,03661000011822,-0.0
3647,03661200013254,0.0
3616,03641300014684,0.0
3617,03641400016116,0.0
3618,03641800040460,0.0
3619,03642000041892,0.0
3652,03662900029006,-0.0
3653,03663100031870,0.0
3654,03670300003231,0.0
3655,03670400004663,0.0
3656,03670600007527,0.0
3657,03670800039031,-0.0
3658,03671100010391,-0.0
3659,03671500017551,-0.0
3660,03671700020415,0.0
3661,03672100021847,0.0
3662,03672200051919,-0.0
3663,03672400024711,-0.0
3632,03651400016117,0.0
3633,03651500017549,-0.0
3634,03651600018981,-0.0
3635,03652000041893,0.0
3668,03673900050487,-0.0
16829,14173900051537,-0.0
3670,03680600007528,0.0
3671,03681000011824,0.0
3672,03681200013256,0.0
3673,03681400016120,0.0
3674,03682000041896,0.0
3675,03682600027576,0.0
3676,03682900029008,-0.0
3677,03690300003233,-0.0
3678,03690500006097,0.0
3679,03690600007529,0.0
3648,03661300014686,-0.0
3649,03661400016118,0.0
3650,03661700020414,-0.0
3651,03661800040462,-0.0
3684,03691400016121,-0.0
3685,03691600018985,-0.0
3686,03691800040465,0.0
3687,03691900046193,-0.0
3688,03692000041897,-0.0
3689,03692200051921,-0.0
3690,03692300023281,-0.0
3691,03692400024713,-0.0
3692,03692500026145,0.0
3693,03692600027577,0.0
3694,03692800044761,-0.0
3695,03692900029009,-0.0
3664,03672500026143,-0.0
3665,03672900029007,0.0
3666,03673000030439,0.0
3667,03673500047623,-0.0
3700,03700300003234,-0.0
3701,03700500006098,0.0
3702,03701000011826,-0.0
3703,03701300014690,0.0
3704,03701700020418,-0.0
3705,03701800040466,0.0
3706,03702000041898,-0.0
3707,03702600027578,0.0
3708,03702900029010,0.0
3709,03703400034738,-0.0
3710,03710200001803,0.0
3711,03710300003235,-0.0
3680,03690700054785,-0.0
3681,03690800039033,-0.0
3682,03691000011825,-0.0
3683,03691100010393,-0.0
3716,03711700020419,-0.0
3717,03711900046195,-0.0
3718,03712000041899,-0.0
3719,03712200051923,-0.0
3720,03712300023283,-0.0
3721,03712400024715,-0.0
3722,03712500026147,-0.0
3723,03712600027579,0.0
3724,03712800044763,-0.0
3725,03712900029011,-0.0
3726,03713300033307,0.0
3727,03713400034739,-0.0
3696,03693200056217,-0.0
3697,03693400034737,-0.0
3698,03693600049057,0.0
3699,03693900050489,-0.0
3732,03720500006100,-0.0
3733,03721400016124,0.0
3734,03721600018988,0.0
3735,03721700020420,-0.0
3736,03722600027580,0.0
3737,03723300033308,0.0
3738,03723800037604,-0.0
3739,03730200001805,0.0
3740,03730300003237,-0.0
3741,03730400004669,0.0
3742,03730700054789,-0.0
3743,03731100010397,-0.0
3712,03710500006099,-0.0
3713,03710800039035,-0.0
3714,03711200013259,0.0
3715,03711600018987,-0.0
3748,03731900046197,-0.0
3749,03732000041901,-0.0
3750,03732100021853,0.0
3751,03732200051925,-0.0
3752,03732400024717,-0.0
3753,03732500026149,-0.0
3754,03732600027581,0.0
3755,03732800044765,-0.0
3756,03732900029013,-0.0
3757,03733000030445,-0.0
3758,03733300033309,0.0
3759,03733600049061,0.0
3728,03713600049059,0.0
3729,03713800037603,-0.0
3730,03713900050491,-0.0
3731,03720300003236,-0.0
3764,03741400016126,0.0
3765,03741600018990,0.0
3766,03741700020422,-0.0
3767,03741800040470,0.0
3768,03743300033310,0.0
3769,03743400034742,-0.0
3770,03743700036174,-0.0
3771,03743800037606,-0.0
3772,03760100000376,0.0
3773,03760200001808,-0.0
3774,03760300003240,-0.0
3775,03760400004672,-0.0
3744,03731400016125,0.0
3745,03731500017557,-0.0
3746,03731600018989,-0.0
3747,03731700020421,-0.0
3780,03760900008968,-0.0
3781,03761100010400,-0.0
3782,03761200013264,-0.0
3783,03761300014696,-0.0
3784,03761400016128,-0.0
3785,03761700020424,-0.0
3786,03762000041904,-0.0
3787,03762100021856,0.0
3788,03762200051928,-0.0
3789,03762300023288,-0.0
3790,03762400024720,-0.0
3791,03762500026152,-0.0
3760,03733800037605,-0.0
3761,03733900050493,-0.0
3762,03740200001806,0.0
3763,03741300014694,0.0
3796,03763700036176,-0.0
3797,03763900050496,-0.0
3798,03820200001814,0.0
3799,03820300003246,0.0
3800,03820400004678,0.0
3801,03820900008974,0.0
3802,03821000011838,-0.0
3803,03821100010406,-0.0
3804,03821200013270,-0.0
3805,03821300014702,0.0
3806,03821500017566,0.0
3807,03821700020430,-0.0
3776,03760500006104,-0.0
3777,03760600007536,-0.0
3778,03760700054792,-0.0
3779,03760800039040,-0.0
3812,03823400034750,-0.0
3813,03823800037614,0.0
3814,03830305003247,0.0
3815,03830405004679,0.0
3816,03830505006111,0.0
3817,03830905008975,0.0
3818,03831005011839,0.0
3819,03831105010407,0.0
3820,03831205013271,0.0
3821,03831305014703,0.0
3822,03831505017567,0.0
3823,03832005041911,0.0
3792,03763100031880,-0.0
3793,03763400034744,-0.0
3794,03763500047632,-0.0
3795,03763600049064,-0.0
3828,03833805037615,0.0
3829,03840105000384,0.0
3830,03840305003248,0.0
3831,03840505006112,0.0
3832,03840805039048,0.0
3833,03840905008976,0.0
3834,03841005011840,0.0
3835,03841205013272,0.0
3836,03841305014704,0.0
3837,03841705020432,0.0
3838,03841805040480,-0.0
3839,03842005041912,-0.0
3808,03822000041910,0.0
3809,03822700043342,0.0
3810,03823100031886,-0.0
3811,03823300033318,-0.0
3844,03843105031888,-0.0
3845,03843305033320,0.0
3846,03843505047640,0.0
3847,03843805037616,0.0
3848,03843905050504,0.0
3849,03850104000385,0.0
3850,03850204001817,0.0
3851,03850404004681,0.0
3852,03850604007545,0.0
3853,03850704054801,0.0
3854,03850804039049,0.0
16828,14173400035785,0.0
3824,03832705043343,0.0
3825,03833105031887,0.0
3826,03833305033319,0.0
3827,03833405034751,0.0
3860,03852404024729,0.0
3861,03852704043345,0.0
3862,03853304033321,0.0
3863,03853504047641,0.0
3864,03853604049073,0.0
3865,03853704036185,0.0
3866,03853804037617,0.0
3867,03853904050505,0.0
3868,03860105000386,0.0
3869,03860205001818,0.0
3870,03860405004682,0.0
3871,03860605007546,0.0
3840,03842205051936,0.0
3841,03842705043344,0.0
3842,03842805044776,0.0
3843,03843005030456,0.0
3876,03861205013274,-0.0
3877,03861505017570,0.0
3878,03861905046210,0.0
3879,03862005041914,0.0
3880,03862105021866,0.0
3881,03862205051938,0.0
3882,03862305023298,0.0
3883,03862405024730,0.0
3884,03862505026162,-0.0
3885,03862805044778,0.0
3886,03863105031890,0.0
3887,03863505047642,0.0
3856,03851204013273,0.0
16827,14172900030057,0.0
3858,03851904046209,0.0
3859,03852204051937,0.0
3892,03870400004683,0.0
3893,03870600007547,0.0
3894,03870700054803,0.0
3895,03870800039051,0.0
3896,03871000011843,0.0
3897,03871500017571,0.0
3898,03871900046211,-0.0
3899,03872000041915,0.0
3900,03872100021867,0.0
3901,03872500026163,-0.0
3902,03872700043347,-0.0
3903,03873100031891,0.0
3872,03860805039050,0.0
3873,03860905008978,0.0
3874,03861005011842,0.0
3875,03861105010410,0.0
3908,03880405004685,0.0
3909,03880505006117,0.0
3910,03880805039053,0.0
3911,03880905008981,0.0
3912,03881105010413,0.0
3913,03881505017573,0.0
3914,03882005041917,0.0
3915,03882205051941,0.0
3916,03882505026165,0.0
3917,03882605027597,0.0
3918,03883105031893,0.0
3919,03883505047645,0.0
3888,03863605049074,0.0
3889,03863705036186,0.0
3890,03863905050506,-0.0
3891,03870200001819,0.0
3924,03890600007548,-0.0
3925,03890700054804,0.0
3926,03891000011844,0.0
3927,03891500017572,-0.0
3928,03891900046212,-0.0
3929,03892500026164,0.0
3930,03892600027596,-0.0
3931,03892700043348,0.0
3932,03893300033324,-0.0
3933,03893400034756,-0.0
3934,03893500047644,0.0
3935,03893600049076,-0.0
3904,03873300033323,0.0
3905,03873400034755,0.0
3906,03873700036187,0.0
3907,03873800037619,0.0
3940,03900605007550,0.0
3941,03900705054806,0.0
3942,03900805039054,0.0
3943,03900905008982,0.0
3944,03901705020438,0.0
3945,03901805040486,0.0
3946,03901905046214,0.0
3947,03902005041918,0.0
3948,03902505026166,0.0
3949,03902705043350,0.0
3950,03903005030462,0.0
3951,03903105031894,0.0
3920,03883605049077,0.0
3921,03890200001820,-0.0
3922,03890400004684,0.0
3923,03890500006116,-0.0
3956,03903805037622,0.0
3957,03910404004687,0.0
3958,03910504006119,0.0
3959,03910604007551,0.0
3960,03910704054807,0.0
3961,03910804039055,0.0
3962,03910904008983,0.0
3963,03911604019007,0.0
3964,03911704020439,0.0
16826,14172700044377,0.0
3966,03911904046215,0.0
3967,03912004041919,0.0
3936,03893700036188,-0.0
3937,03893800037620,0.0
3938,03900405004686,0.0
3939,03900505006118,0.0
3972,03913004030463,0.0
3973,03913104031895,0.0
3974,03913304033327,0.0
3975,03913404034759,0.0
3976,03913504047647,0.0
3977,03913704036191,0.0
3978,03913804037623,0.0
3979,03914004053375,0.0
3980,03920205001824,0.0
3981,03920405004688,0.0
3982,03920605007552,0.0
3983,03920805039056,0.0
3952,03903305033326,0.0
3953,03903405034758,0.0
3954,03903605049078,0.0
3955,03903705036190,0.0
3988,03922205051944,0.0
3989,03922305023304,0.0
3990,03922405024736,0.0
3991,03922505026168,0.0
3992,03922705043352,0.0
3993,03922905029032,0.0
3994,03923305033328,0.0
3995,03923405034760,0.0
3996,03923505047648,0.0
3997,03923805037624,0.0
3998,03930400004689,-0.0
3999,03930500006121,-0.0
3968,03912104021871,0.0
3969,03912504026167,0.0
3970,03912704043351,0.0
3971,03912904029031,0.0
4004,03931600019009,0.0
4005,03931800040489,-0.0
4006,03931900046217,-0.0
4007,03932100021873,-0.0
4008,03932300023305,0.0
4009,03932600027601,0.0
4010,03932700043353,-0.0
4011,03932900029033,0.0
4012,03933500047649,0.0
4013,03933600049081,-0.0
4014,03933700036193,-0.0
4015,03940305003258,0.0
3984,03921405016144,0.0
3985,03921605019008,0.0
3986,03922005041920,0.0
3987,03922105021872,0.0
4020,03940905008986,-0.0
4021,03941305014714,-0.0
4022,03941505017578,-0.0
4023,03941905046218,-0.0
4024,03942005041922,-0.0
4025,03942105021874,-0.0
4026,03942505026170,-0.0
4027,03942605027602,0.0
4028,03942905029034,0.0
4029,03943105031898,0.0
4030,03943605049082,-0.0
4031,03943705036194,-0.0
4000,03930600007553,-0.0
4001,03930700054809,0.0
4002,03930800039057,0.0
4003,03931400016145,0.0
4036,03950804039059,0.0
4037,03951304014715,-0.0
4038,03951404016147,0.0
4039,03951504017579,-0.0
4040,03951704020443,-0.0
4041,03951804040491,-0.0
4042,03951904046219,-0.0
4043,03952004041923,-0.0
